key	text	tooltip
building_chains_chain_tooltip_vco_landmark_wulfhart_imperial_dockyard	Cleansed Coast	false
building_short_description_texts_short_description_vco_landmark_wulfhart_imperial_dockyard	With Harkon's pirates no longer threatening Imperial shipping lanes, the Huntsmarshal's expedition can receive more shipments from the mainland.	false
building_culture_variants_name_vco_landmark_markus_trophy_hall	Trophy Hall	false
building_culture_variants_name_vco_landmark_markus_trophy_hallwh2_dlc13_emp_the_huntmarshals_expedition	Trophy Hall	false
building_chains_chain_tooltip_vco_landmark_markus_trophy_hall	Conquered Temple-City	false
building_short_description_texts_short_description_vco_landmark_markus_trophy_hall	Here, the Huntsmarshal's impressive collection of hunting trophies are on display, a testament to the expedition's continued success in the hazardous jungles of Lustria.	false
building_culture_variants_name_vco_landmark_imrik_blessed_incubator	Blessed Incubator	false
building_culture_variants_name_vco_landmark_imrik_blessed_incubatorwh2_dlc15_hef_imrik	Blessed Incubator	false
building_chains_chain_tooltip_vco_landmark_imrik_blessed_incubator	Hexoatl Landmark	false
building_short_description_texts_short_description_vco_landmark_imrik_blessed_incubator	The esoteric creations of the Old Ones once drove the dragons into dormancy. Now, with the Elves' guidance, they will bring about the next generation of dragons.	false
building_culture_variants_name_vco_landmark_imrik_asrai_enclave	The Verdant Glade	false
building_culture_variants_name_vco_landmark_imrik_asrai_enclavewh2_dlc15_hef_imrik	The Verdant Glade	false
building_chains_chain_tooltip_vco_landmark_imrik_asrai_enclave	Asrai Enclave	false
building_short_description_texts_short_description_vco_landmark_imrik_asrai_enclave	Spellsingers from Athel Loren have begun the arduous task of cleansing this tainted forest.	false
building_culture_variants_name_vco_landmark_tretch_tower_gorgoth	The Tower of Gorgoth	false
building_culture_variants_name_vco_landmark_tretch_tower_gorgothwh2_dlc09_skv_clan_rictus	The Tower of Gorgoth	false
building_chains_chain_tooltip_vco_landmark_tretch_tower_gorgoth	Conquered Fortress	false
building_short_description_texts_short_description_vco_landmark_tretch_tower_gorgoth	The Grey Seers have erected a crude device at the tower's highest point. It throbs with a sickly green glow.	false
building_culture_variants_name_vco_landmark_grombrindal_vauls_anvil_athel_loren	Vaul's Anvil	false
building_culture_variants_name_vco_landmark_grombrindal_vauls_anvil_athel_lorenwh3_main_dwf_the_ancestral_throng	Vaul's Anvil	false
building_chains_chain_tooltip_vco_landmark_grombrindal_vauls_anvil_athel_loren	The Starlight Forge	false
building_short_description_texts_short_description_vco_landmark_grombrindal_vauls_anvil_athel_loren	Though the Dwarfs usually consider Elven craftsmanship shoddy at best, even they had to begrudgingly admit that the Starlight Forge was of peerless design.\\n	false
building_culture_variants_name_vco_landmark_sisters_twilight_vauls_anvil_naggaroth	Vaul's Anvil	false
building_culture_variants_name_vco_landmark_sisters_twilight_vauls_anvil_naggarothwh2_dlc16_wef_sisters_of_twilight	Vaul's Anvil	false
building_chains_chain_tooltip_vco_landmark_sisters_twilight_vauls_anvil_naggaroth	Arcane Armoury	false
building_short_description_texts_short_description_vco_landmark_sisters_twilight_vauls_anvil_naggaroth	Though the Hammer of Vaul radiates with an ancient, godly power, Lord Daith wields it with effortless grace.	false
building_culture_variants_name_vco_landmark_sisters_twilight_vauls_anvil_caledor	Vaul's Anvil	false
building_culture_variants_name_vco_landmark_sisters_twilight_vauls_anvil_caledorwh2_dlc16_wef_sisters_of_twilight	Vaul's Anvil	false
building_chains_chain_tooltip_vco_landmark_sisters_twilight_vauls_anvil_caledor	The Volcanic Forge	false
building_short_description_texts_short_description_vco_landmark_sisters_twilight_vauls_anvil_caledor	Within the great shrine of Vaul, Daith wields the fires of the very earth itself to craft weapons of peerless quality.	false
building_culture_variants_name_vco_landmark_kostaltyn_halls_of_atonement	The Halls of Atonement	false
building_culture_variants_name_vco_landmark_kostaltyn_halls_of_atonementwh3_main_ksl_the_great_orthodoxy	The Halls of Atonement	false
building_chains_chain_tooltip_vco_landmark_kostaltyn_halls_of_atonement	Marienburg Landmark	false
building_short_description_texts_short_description_vco_landmark_kostaltyn_halls_of_atonement	The burgomeisters have forsaken Handrich and embraced the Great Orthodoxy. Here they sell indulgences to those seeking remission for their sins in the next life.	false
building_culture_variants_name_vco_landmark_karl_franz_marienburg_tax_house	Imperial Tax House	false
building_culture_variants_name_vco_landmark_karl_franz_marienburg_tax_housewh_main_emp_empire	Imperial Tax House	false
building_chains_chain_tooltip_vco_landmark_karl_franz_marienburg_tax_house	Marienburg Landmark	false
building_short_description_texts_short_description_vco_landmark_karl_franz_marienburg_tax_house	The burgomeisters have A LOT of unpaid taxes…	false
building_culture_variants_name_vco_landmark_karl_franz_lumber_yard	Lumber Yard	false
building_culture_variants_name_vco_landmark_karl_franz_lumber_yardwh_main_emp_empire	Lumber Yard	false
building_chains_chain_tooltip_vco_landmark_karl_franz_lumber_yard	Sanctified Woods	false
building_short_description_texts_short_description_vco_landmark_karl_franz_lumber_yard	The fell spirits that once haunted this wood have been driven back by faith, steel and gunpowder. Local lumberjacks have since capitalised on the situation.	false
building_culture_variants_name_vco_landmark_skrag_great_maw_2	The Maelstrom	false
building_culture_variants_name_vco_landmark_skrag_great_maw_2wh3_main_ogr_disciples_of_the_maw	The Maelstrom	false
building_chains_chain_tooltip_vco_landmark_skrag_great_maw_2	Maw of the Ocean	false
building_short_description_texts_short_description_vco_landmark_skrag_great_maw_2	Great, another mouth to feed!	false
building_culture_variants_name_vco_landmark_skrag_couronne_cook_pot	The Couronne Cookpot	false
building_culture_variants_name_vco_landmark_skrag_couronne_cook_potwh3_main_ogr_disciples_of_the_maw	The Couronne Cookpot	false
building_chains_chain_tooltip_vco_landmark_skrag_couronne_cook_pot	Conquered Bretonnian Capital	false
building_short_description_texts_short_description_vco_landmark_skrag_couronne_cook_pot	The Slaughterer has erected a great cookpot in the centre of the Couronne tourney grounds. Ogres from many tribes journey to his newfound kingdom to participate in his frequent Great Feasts.	false
building_culture_variants_name_vco_landmark_kemmler_couronne_corpse_king	Throne of the Corpse King	false
building_culture_variants_name_vco_landmark_kemmler_couronne_corpse_kingwh2_dlc11_vmp_the_barrow_legion	Throne of the Corpse King	false
building_chains_chain_tooltip_vco_landmark_kemmler_couronne_corpse_king	Subjugated Bretonnian Capital	false
building_short_description_texts_short_description_vco_landmark_kemmler_couronne_corpse_king	Couronne's Royarch rules the Bretonnians with an iron fist. It is said he never sleeps, never eats, and never removes his armour - such is his dedication to his people.	false
building_culture_variants_name_vco_landmark_kemmler_treeman_graveyard	Blightwood	false
building_culture_variants_name_vco_landmark_kemmler_treeman_graveyardwh2_dlc11_vmp_the_barrow_legion	Blightwood	false
building_chains_chain_tooltip_vco_landmark_kemmler_treeman_graveyard	Field of Ruin	false
building_short_description_texts_short_description_vco_landmark_kemmler_treeman_graveyard	The withered husks of many Treemen stand testament to the Lichemaster's victory at Argwylon.	false
building_culture_variants_name_vco_landmark_karl_franz_cleansing_pyres	Witch Hunter Barracks	false
building_culture_variants_name_vco_landmark_karl_franz_cleansing_pyreswh_main_emp_empire	Witch Hunter Barracks	false
building_chains_chain_tooltip_vco_landmark_karl_franz_cleansing_pyres	Cleansed Castle	false
building_short_description_texts_short_description_vco_landmark_karl_franz_cleansing_pyres	The Witch Hunters rounded up the blood-hungry nobles who once lorded over these lands and burned them all at the stake. Their constant vigilance is required to ensure Sylvania does not sink back into depravity.	false
